Categories
"('Statistics',)"
"('Physics',)"
"('Computer Science',)"
"('Physics',)"
"('Computer Science',)"
"('Statistics',)"
"('Statistics',)"
"('Physics',)"
"('Computer Science',)"
"('Physics',)"
"('Physics',)"
"('Computer Science',)"
"('Mathematics', 'Physics')"
"('Computer Science',)"
"('Computer Science', 'Statistics')"
"('Computer Science',)"
"('Physics',)"
"('Computer Science',)"
"('Computer Science',)"
"('Computer Science',)"
()
"('Physics',)"
"('Computer Science',)"
"('Computer Science', 'Mathematics')"
"('Physics',)"
"('Computer Science',)"
"('Quantitative Biology', 'Statistics')"
"('Physics',)"
"('Physics',)"
()
"('Computer Science',)"
"('Statistics',)"
"('Physics',)"
"('Computer Science',)"
"('Computer Science',)"
"('Computer Science',)"
"('Mathematics',)"
()
"('Mathematics',)"
"('Mathematics',)"
"('Computer Science',)"
"('Mathematics',)"
"('Computer Science',)"
"('Physics',)"
"('Computer Science', 'Statistics')"
"('Physics',)"
"('Computer Science',)"
"('Computer Science',)"
"('Computer Science',)"
"('Quantitative Finance',)"
"('Physics',)"
"('Mathematics',)"
"('Physics',)"
"('Physics',)"
"('Computer Science', 'Statistics')"
"('Mathematics', 'Statistics')"
"('Computer Science',)"
"('Mathematics',)"
"('Statistics',)"
"('Computer Science', 'Statistics')"
()
"('Mathematics', 'Statistics')"
"('Computer Science',)"
()
"('Computer Science',)"
"('Computer Science', 'Mathematics')"
"('Computer Science',)"
"('Computer Science', 'Statistics')"
"('Computer Science',)"
"('Physics',)"
"('Computer Science',)"
()
"('Physics',)"
"('Computer Science', 'Statistics')"
()
"('Computer Science',)"
"('Mathematics',)"
"('Quantitative Biology',)"
"('Computer Science',)"
"('Mathematics',)"
"('Mathematics',)"
"('Mathematics',)"
"('Computer Science',)"
"('Computer Science', 'Statistics')"
"('Computer Science', 'Physics')"
"('Computer Science', 'Mathematics')"
"('Computer Science',)"
"('Physics',)"
"('Computer Science',)"
"('Mathematics', 'Statistics')"
"('Physics',)"
"('Computer Science', 'Physics')"
"('Computer Science', 'Statistics')"
"('Physics',)"
"('Mathematics',)"
"('Mathematics', 'Statistics')"
"('Physics',)"
"('Mathematics', 'Statistics')"
"('Computer Science',)"
"('Computer Science',)"
"('Computer Science',)"
"('Computer Science',)"
"('Statistics',)"
"('Physics',)"
"('Physics',)"
"('Mathematics', 'Statistics')"
"('Statistics',)"
"('Physics',)"
"('Computer Science',)"
"('Computer Science',)"
"('Statistics',)"
"('Physics',)"
"('Computer Science',)"
"('Mathematics', 'Physics')"
"('Computer Science',)"
"('Statistics',)"
"('Computer Science',)"
"('Statistics',)"
"('Physics',)"
"('Computer Science', 'Physics')"
"('Mathematics',)"
"('Physics',)"
"('Mathematics',)"
()
"('Physics',)"
"('Mathematics',)"
"('Mathematics',)"
"('Computer Science',)"
"('Computer Science',)"
"('Physics',)"
"('Mathematics',)"
"('Physics',)"
"('Computer Science',)"
"('Physics',)"
"('Mathematics', 'Statistics')"
"('Computer Science',)"
()
"('Quantitative Finance',)"
"('Mathematics',)"
"('Physics',)"
"('Mathematics',)"
"('Computer Science', 'Statistics')"
"('Mathematics',)"
"('Computer Science', 'Mathematics')"
"('Mathematics',)"
"('Physics',)"
"('Computer Science',)"
"('Computer Science', 'Statistics')"
"('Physics',)"
"('Computer Science', 'Statistics')"
"('Mathematics',)"
()
"('Computer Science',)"
"('Statistics',)"
"('Mathematics',)"
"('Physics', 'Statistics')"
"('Computer Science',)"
"('Physics',)"
"('Computer Science',)"
"('Statistics',)"
"('Statistics',)"
"('Physics',)"
"('Computer Science',)"
"('Physics',)"
"('Physics',)"
"('Statistics',)"
"('Mathematics',)"
"('Statistics',)"
"('Computer Science',)"
"('Statistics',)"
"('Computer Science', 'Statistics')"
"('Computer Science',)"
"('Statistics',)"
()
"('Computer Science',)"
"('Statistics',)"
"('Statistics',)"
"('Mathematics',)"
"('Computer Science', 'Statistics')"
()
"('Computer Science', 'Statistics')"
"('Mathematics',)"
"('Physics',)"
"('Computer Science', 'Statistics')"
"('Physics',)"
"('Statistics',)"
"('Computer Science', 'Statistics')"
"('Computer Science',)"
"('Physics',)"
"('Physics',)"
"('Physics',)"
"('Computer Science',)"
"('Mathematics',)"
"('Mathematics',)"
"('Mathematics', 'Statistics')"
"('Computer Science',)"
"('Computer Science',)"
"('Mathematics',)"
"('Mathematics', 'Physics')"
"('Statistics',)"
()
"('Physics',)"
"('Mathematics', 'Physics')"
"('Statistics',)"
"('Physics',)"
"('Computer Science',)"
"('Physics',)"
"('Mathematics',)"
"('Computer Science',)"
"('Quantitative Finance',)"
"('Mathematics',)"
"('Computer Science', 'Statistics')"
"('Mathematics',)"
"('Physics',)"
"('Computer Science',)"
"('Physics',)"
"('Computer Science', 'Statistics')"
"('Mathematics',)"
"('Computer Science',)"
"('Computer Science', 'Mathematics')"
"('Computer Science',)"
"('Computer Science',)"
"('Computer Science',)"
"('Physics',)"
"('Physics',)"
()
"('Mathematics',)"
()
"('Physics',)"
"('Physics',)"
"('Mathematics', 'Statistics')"
"('Computer Science', 'Statistics')"
()
"('Mathematics', 'Statistics')"
"('Physics',)"
"('Physics',)"
"('Physics',)"
"('Quantitative Biology',)"
"('Computer Science', 'Mathematics')"
"('Physics',)"
"('Mathematics',)"
"('Mathematics',)"
"('Physics',)"
"('Computer Science',)"
"('Computer Science',)"
"('Mathematics',)"
"('Computer Science', 'Physics')"
"('Mathematics', 'Statistics')"
"('Mathematics',)"
"('Physics',)"
"('Statistics',)"
"('Computer Science', 'Mathematics')"
"('Mathematics',)"
()
"('Physics',)"
"('Computer Science', 'Statistics')"
()
"('Mathematics',)"
"('Computer Science',)"
"('Computer Science',)"
"('Physics',)"
()
"('Computer Science', 'Mathematics')"
"('Mathematics',)"
"('Statistics',)"
"('Computer Science',)"
"('Computer Science', 'Mathematics')"
"('Mathematics',)"
()
"('Mathematics',)"
"('Computer Science',)"
"('Physics',)"
"('Physics',)"
"('Computer Science', 'Mathematics')"
"('Physics',)"
"('Computer Science',)"
"('Computer Science',)"
"('Computer Science', 'Statistics')"
"('Computer Science',)"
"('Computer Science',)"
"('Computer Science',)"
"('Computer Science', 'Statistics')"
"('Physics',)"
"('Computer Science', 'Statistics')"
"('Computer Science', 'Mathematics')"
"('Physics',)"
"('Mathematics',)"
"('Mathematics',)"
"('Physics',)"
"('Physics',)"
"('Computer Science',)"
"('Physics',)"
"('Physics',)"
()
"('Computer Science',)"
"('Mathematics',)"
"('Mathematics',)"
"('Statistics',)"
"('Computer Science',)"
"('Computer Science', 'Statistics')"
"('Computer Science', 'Statistics')"
"('Mathematics', 'Statistics')"
"('Physics',)"
"('Computer Science',)"
"('Mathematics',)"
"('Computer Science',)"
()
"('Mathematics',)"
"('Computer Science',)"
"('Computer Science',)"
"('Mathematics',)"
"('Mathematics',)"
"('Physics',)"
()
"('Physics',)"
"('Physics',)"
"('Computer Science', 'Statistics')"
"('Physics',)"
"('Mathematics',)"
"('Mathematics',)"
"('Computer Science', 'Statistics')"
"('Physics',)"
"('Computer Science',)"
"('Physics',)"
"('Mathematics',)"
"('Physics',)"
"('Physics',)"
"('Physics',)"
"('Computer Science', 'Statistics')"
"('Mathematics',)"
"('Physics',)"
"('Computer Science',)"
"('Mathematics',)"
"('Mathematics',)"
"('Quantitative Biology',)"
"('Computer Science',)"
"('Computer Science', 'Statistics')"
"('Mathematics',)"
"('Mathematics', 'Physics')"
"('Physics',)"
"('Computer Science', 'Statistics')"
"('Physics',)"
"('Statistics',)"
"('Mathematics', 'Statistics')"
"('Computer Science', 'Mathematics')"
"('Computer Science', 'Physics')"
"('Computer Science', 'Statistics')"
"('Computer Science',)"
"('Computer Science',)"
"('Computer Science', 'Statistics')"
"('Computer Science',)"
()
"('Computer Science', 'Statistics')"
"('Physics',)"
"('Computer Science',)"
"('Physics',)"
"('Mathematics',)"
()
"('Physics',)"
"('Physics',)"
"('Computer Science',)"
"('Computer Science', 'Mathematics')"
"('Computer Science',)"
"('Computer Science', 'Statistics')"
"('Computer Science',)"
"('Mathematics',)"
"('Computer Science',)"
"('Mathematics', 'Physics')"
"('Mathematics',)"
"('Mathematics',)"
"('Physics',)"
"('Mathematics',)"
()
"('Computer Science', 'Statistics')"
"('Computer Science', 'Statistics')"
"('Computer Science', 'Statistics')"
"('Computer Science',)"
"('Computer Science', 'Statistics')"
"('Mathematics',)"
"('Physics',)"
"('Computer Science',)"
"('Mathematics',)"
"('Computer Science',)"
"('Mathematics',)"
"('Computer Science',)"
"('Computer Science', 'Mathematics')"
"('Computer Science',)"
"('Computer Science',)"
"('Mathematics',)"
"('Mathematics',)"
"('Mathematics',)"
"('Computer Science',)"
"('Mathematics',)"
"('Physics',)"
"('Computer Science',)"
"('Physics',)"
"('Computer Science',)"
"('Computer Science', 'Statistics')"
"('Computer Science', 'Statistics')"
"('Computer Science',)"
"('Physics',)"
"('Physics',)"
()
"('Mathematics', 'Physics')"
"('Physics',)"
"('Computer Science',)"
"('Mathematics', 'Statistics')"
"('Computer Science',)"
"('Computer Science', 'Statistics')"
"('Mathematics',)"
"('Computer Science',)"
"('Computer Science',)"
"('Physics',)"
()
"('Computer Science', 'Physics')"
"('Mathematics',)"
"('Mathematics',)"
"('Mathematics',)"
"('Physics',)"
"('Physics',)"
"('Computer Science',)"
"('Computer Science', 'Statistics')"
"('Mathematics',)"
"('Physics',)"
"('Computer Science',)"
"('Statistics',)"
"('Mathematics',)"
"('Physics',)"
"('Computer Science', 'Mathematics')"
"('Statistics',)"
"('Physics',)"
"('Mathematics', 'Statistics')"
"('Mathematics',)"
"('Computer Science',)"
()
"('Computer Science', 'Statistics')"
"('Mathematics',)"
"('Mathematics',)"
"('Mathematics',)"
"('Physics',)"
"('Mathematics', 'Quantitative Finance')"
"('Physics',)"
"('Physics',)"
"('Computer Science',)"
"('Computer Science',)"
"('Computer Science',)"
"('Mathematics',)"
()
"('Computer Science',)"
"('Physics',)"
"('Computer Science',)"
"('Physics', 'Statistics')"
"('Physics',)"
"('Physics',)"
"('Computer Science',)"
"('Computer Science', 'Statistics')"
"('Physics',)"
"('Computer Science',)"
"('Statistics',)"
"('Physics',)"
"('Physics',)"
"('Physics',)"
"('Computer Science',)"
"('Physics',)"
"('Computer Science',)"
"('Physics',)"
"('Computer Science',)"
"('Mathematics',)"
"('Physics',)"
()
"('Computer Science',)"
"('Computer Science',)"
"('Physics',)"
"('Physics',)"
"('Mathematics',)"
"('Physics',)"
()
"('Mathematics',)"
"('Computer Science',)"
"('Computer Science',)"
"('Mathematics', 'Statistics')"
"('Computer Science', 'Statistics')"
"('Mathematics',)"
"('Physics',)"
"('Computer Science', 'Physics')"
"('Statistics',)"
"('Mathematics',)"
"('Computer Science',)"
"('Mathematics',)"
"('Physics',)"
"('Computer Science',)"
"('Computer Science',)"
"('Physics',)"
"('Computer Science', 'Statistics')"
"('Computer Science', 'Statistics')"
"('Mathematics',)"
"('Mathematics',)"
"('Mathematics',)"
"('Physics',)"
"('Physics',)"
"('Physics',)"
"('Physics',)"
"('Computer Science',)"
"('Computer Science', 'Mathematics')"
"('Computer Science',)"
"('Mathematics',)"
"('Computer Science',)"
()
"('Computer Science',)"
"('Computer Science',)"
"('Computer Science',)"
"('Computer Science',)"
"('Physics',)"
"('Computer Science',)"
"('Physics',)"
"('Computer Science', 'Statistics')"
"('Computer Science',)"
"('Mathematics', 'Statistics')"
"('Mathematics', 'Statistics')"
"('Physics',)"
"('Physics',)"
"('Physics',)"
"('Physics',)"
"('Mathematics',)"
"('Computer Science',)"
"('Computer Science',)"
"('Computer Science',)"
"('Computer Science', 'Statistics')"
"('Quantitative Biology', 'Statistics')"
"('Mathematics',)"
"('Mathematics',)"
"('Mathematics',)"
"('Physics',)"
"('Physics',)"
"('Computer Science', 'Statistics')"
"('Computer Science',)"
"('Computer Science', 'Statistics')"
"('Physics',)"
"('Computer Science',)"
"('Physics',)"
"('Mathematics', 'Statistics')"
"('Computer Science', 'Mathematics', 'Statistics')"
"('Physics',)"
"('Mathematics', 'Statistics')"
"('Computer Science', 'Statistics')"
"('Mathematics',)"
"('Computer Science', 'Statistics')"
"('Physics',)"
"('Physics',)"
"('Physics',)"
"('Computer Science',)"
"('Mathematics', 'Physics')"
"('Physics',)"
"('Physics',)"
"('Computer Science',)"
"('Physics',)"
"('Physics',)"
"('Statistics',)"
"('Statistics',)"
"('Computer Science',)"
"('Computer Science',)"
()
"('Computer Science',)"
()
"('Computer Science', 'Mathematics')"
"('Mathematics',)"
"('Computer Science',)"
"('Computer Science',)"
"('Quantitative Finance', 'Statistics')"
"('Physics',)"
()
()
"('Computer Science', 'Statistics')"
"('Physics',)"
"('Physics',)"
"('Computer Science', 'Statistics')"
"('Computer Science', 'Statistics')"
"('Computer Science',)"
"('Mathematics', 'Statistics')"
"('Physics',)"
"('Computer Science',)"
"('Mathematics',)"
"('Mathematics',)"
"('Computer Science', 'Statistics')"
"('Physics',)"
"('Physics',)"
"('Statistics',)"
"('Computer Science', 'Statistics')"
"('Mathematics', 'Statistics')"
"('Computer Science',)"
"('Statistics',)"
()
"('Computer Science',)"
"('Computer Science', 'Physics')"
"('Computer Science',)"
"('Physics',)"
"('Computer Science', 'Statistics')"
"('Mathematics',)"
"('Statistics',)"
"('Computer Science',)"
"('Mathematics',)"
